gene_id,P1-1,P1-4,P2-1,P2-4,P3-1,P3-4,P4-1,P4-4,P5-1,P5-4
ENSG00000264212,0,0,0,0,0,0,0,0,0,0
ENSG00000264215,0,1,0,0,0,0,2,0,0,0
ENSG00000264216,0,0,0,0,0,0,0,0,0,0
ENSG00000264222,0,0,0,0,0,0,0,6,0,0
ENSG00000264226,0,0,0,0,0,0,0,0,0,0
ENSG00000264230,2,0,0,0,1,2,0,0,0,0
ENSG00000264232,2,0,0,0,0,0,5,4,0,0
ENSG00000264233,0,0,0,0,0,0,0,0,0,0
ENSG00000264238,0,0,0,0,0,0,0,0,0,0
ENSG00000264240,0,0,0,0,0,0,0,0,0,0
ENSG00000264241,0,0,0,0,0,0,0,0,0,0
ENSG00000264242,0,1,0,0,1,0,0,0,0,0
ENSG00000264243,0,0,0,0,0,0,0,0,0,0
ENSG00000264245,0,0,0,0,0,0,0,0,0,0
ENSG00000264249,0,0,0,0,0,0,0,0,0,0
ENSG00000264254,0,0,0,0,0,0,0,0,0,0
ENSG00000264256,0,2,0,0,0,0,0,0,0,0
ENSG00000264257,0,0,0,0,0,0,0,0,0,0
ENSG00000264260,0,0,0,0,0,0,0,0,0,0
ENSG00000264261,0,0,0,0,0,0,0,0,0,0
ENSG00000264262,0,0,0,0,0,0,0,0,0,0
ENSG00000264263,0,0,0,0,0,0,0,0,2,0
ENSG00000264265,0,0,0,0,0,0,0,0,0,0
ENSG00000264267,0,0,0,0,0,0,0,0,0,0
ENSG00000264275,0,2,0,0,0,0,0,0,0,0
ENSG00000264277,0,0,0,0,0,0,0,0,0,0
ENSG00000264283,0,0,0,0,0,0,0,0,0,0
ENSG00000264289,0,0,0,0,0,0,0,0,0,0
ENSG00000264295,0,0,0,0,0,0,0,0,0,0
ENSG00000264296,0,0,0,0,0,0,0,0,0,0
ENSG00000264297,0,0,0,0,0,0,0,0,0,0
ENSG00000264298,0,0,0,0,0,0,0,0,0,0
ENSG00000264299,0,0,0,0,0,0,0,0,0,0
ENSG00000264300,0,0,0,0,0,0,0,0,0,0
ENSG00000264301,0,0,0,0,0,0,0,0,0,0
ENSG00000264303,0,0,0,0,0,0,0,0,0,0
ENSG00000264308,0,0,0,0,0,0,0,0,0,0
ENSG00000264309,0,0,0,0,0,0,0,0,0,0
ENSG00000264311,0,0,0,0,0,0,0,0,0,0
ENSG00000264313,0,0,0,0,0,0,0,0,0,0
ENSG00000264315,0,0,0,0,0,0,0,0,0,0
ENSG00000264316,0,0,0,0,0,0,0,0,0,0
ENSG00000264319,0,0,0,0,0,0,0,0,0,0
ENSG00000264323,0,0,0,0,0,0,0,0,0,0
ENSG00000264330,0,0,0,0,0,0,0,0,0,0
ENSG00000264332,0,0,0,0,0,0,0,0,0,0
ENSG00000264334,0,0,0,0,0,0,0,0,0,0
ENSG00000264336,0,0,0,0,0,0,0,0,0,0
ENSG00000264340,0,0,0,0,0,0,0,0,0,0
ENSG00000264341,0,0,0,0,0,0,0,0,0,0
ENSG00000264342,0,0,0,0,0,0,0,0,0,0
ENSG00000264345,0,8,0,0,0,0,3,0,0,0
ENSG00000264352,0,0,0,0,0,0,0,0,0,0
ENSG00000264359,0,0,0,0,0,0,0,0,0,0
ENSG00000264362,0,0,0,0,0,0,0,0,0,0
ENSG00000264371,0,0,0,0,0,0,0,0,0,0
ENSG00000264372,0,0,0,0,0,0,0,0,0,0
ENSG00000264377,0,0,0,0,0,0,0,0,0,0
ENSG00000264378,0,0,0,0,0,0,0,0,0,0
ENSG00000264379,0,0,0,0,0,0,0,0,0,0
ENSG00000264387,0,0,0,0,0,0,0,0,0,0
ENSG00000264388,0,0,0,0,0,0,0,0,0,0
ENSG00000264390,0,0,0,0,0,0,0,0,0,0
ENSG00000264391,0,0,0,0,0,0,0,0,0,0
ENSG00000264395,0,0,0,0,0,0,0,0,0,0
ENSG00000264397,0,0,0,0,0,0,0,0,0,0
ENSG00000264400,0,0,0,0,0,0,0,0,0,0
ENSG00000264404,0,0,0,0,0,0,0,0,0,0
ENSG00000264405,0,0,0,0,0,0,0,0,0,0
ENSG00000264406,0,0,0,0,0,0,0,0,0,0
ENSG00000264408,0,0,0,0,0,0,0,0,0,0
ENSG00000264410,0,0,0,0,0,0,0,0,0,0
ENSG00000264420,0,0,0,0,0,0,0,0,0,0
ENSG00000264422,0,0,0,0,0,0,0,0,0,0
ENSG00000264423,0,0,0,0,0,0,0,0,0,0
ENSG00000264426,0,0,0,0,0,0,0,0,0,0
ENSG00000264431,0,0,0,0,0,0,0,0,0,0
ENSG00000264434,0,0,0,0,0,0,0,0,0,0
ENSG00000264437,0,0,0,0,0,0,0,0,0,0
ENSG00000264439,0,0,0,0,0,0,0,0,0,0
ENSG00000264441,0,0,0,0,0,0,0,0,0,0
ENSG00000264443,0,0,0,0,0,0,0,0,0,0
ENSG00000264445,0,0,0,0,0,0,0,0,0,0
ENSG00000264446,0,0,0,0,0,0,0,0,0,0
ENSG00000264449,0,0,0,0,0,0,0,0,0,0
ENSG00000264451,0,0,0,0,0,0,0,0,0,0
ENSG00000264452,0,0,0,0,1,0,0,0,0,0
ENSG00000264462,0,0,0,1,0,0,0,0,0,1
ENSG00000264463,0,0,0,0,0,0,0,0,0,0
ENSG00000264464,0,0,0,0,0,0,0,0,0,0
ENSG00000264465,0,0,0,0,0,0,0,0,0,0
ENSG00000264470,0,0,0,0,0,0,0,0,0,0
ENSG00000264475,0,0,0,0,0,0,0,0,0,0
ENSG00000264477,0,0,0,0,0,0,0,0,0,0
ENSG00000264478,0,0,0,0,0,0,0,0,0,0
ENSG00000264479,0,0,0,0,0,0,0,0,0,0
ENSG00000264484,0,0,0,0,0,0,0,0,0,0
ENSG00000264486,0,0,0,0,0,0,0,0,0,0
ENSG00000264488,0,0,0,0,0,0,0,0,0,0
ENSG00000264489,0,0,0,0,0,0,0,0,0,0
ENSG00000264491,0,0,0,0,0,0,0,0,0,0
ENSG00000264502,0,0,0,0,0,0,0,0,0,0
ENSG00000264503,0,0,0,0,0,0,0,0,0,0
ENSG00000264510,0,0,0,0,0,0,0,0,0,0
ENSG00000264511,0,0,0,0,0,0,0,0,0,0
ENSG00000264512,0,0,0,0,0,0,0,0,0,0
ENSG00000264515,0,0,0,0,0,0,0,0,0,0
ENSG00000264517,0,0,0,0,0,0,0,0,0,0
ENSG00000264519,0,0,0,0,0,0,0,0,0,0
ENSG00000264525,0,0,0,0,0,0,0,0,0,0
ENSG00000264526,0,0,0,0,0,0,0,0,0,0
ENSG00000264527,0,0,0,0,0,0,0,0,0,0
ENSG00000264530,0,0,0,0,0,0,0,0,0,1
ENSG00000264535,0,0,0,0,0,0,0,0,0,0
ENSG00000264548,0,3,4,6,4,0,5,0,0,4
ENSG00000264551,0,0,0,0,0,0,0,0,0,0
ENSG00000264552,0,0,0,0,0,0,0,0,0,0
ENSG00000264560,0,0,0,0,0,0,0,0,0,0
ENSG00000264562,0,0,0,0,0,0,0,0,0,0
ENSG00000264564,0,0,0,0,0,0,0,0,0,0
ENSG00000264566,0,0,0,0,0,0,0,0,0,0
ENSG00000264569,0,3,1,0,0,0,0,0,0,0
ENSG00000264570,1,1,1,1,0,1,2,2,1,4
ENSG00000264574,0,0,0,0,0,0,0,0,0,0
ENSG00000264580,1,0,0,0,0,0,0,0,0,0
ENSG00000264587,0,0,0,0,0,0,0,0,0,0
ENSG00000264592,0,0,0,0,0,0,0,0,0,0
ENSG00000264595,0,0,0,0,0,0,0,0,0,0
ENSG00000264603,0,0,0,0,0,0,0,0,0,0
ENSG00000264604,0,0,0,0,0,0,0,0,0,0
ENSG00000264613,0,0,0,0,0,0,0,0,0,0
ENSG00000264614,0,0,0,0,0,0,0,0,1,0
ENSG00000264615,0,0,0,0,0,0,0,0,0,0
ENSG00000264617,0,0,0,0,0,0,0,0,0,0
ENSG00000264618,0,0,0,0,0,0,0,0,0,0
ENSG00000264621,0,0,0,0,0,0,0,0,0,0
ENSG00000264622,0,0,0,0,0,0,0,0,0,0
ENSG00000264623,0,0,0,0,0,0,0,0,0,0
ENSG00000264629,0,0,0,0,0,0,0,0,0,0
ENSG00000264634,0,0,0,0,0,0,0,0,0,0
ENSG00000264637,0,0,0,0,0,0,0,0,0,0
ENSG00000264638,0,0,0,0,0,0,0,0,0,0
ENSG00000264644,0,0,0,0,0,0,0,0,0,0
ENSG00000264645,0,0,0,0,0,0,0,0,0,0
ENSG00000264655,0,0,0,2,0,0,0,1,0,0
ENSG00000264657,0,0,0,0,0,0,0,0,0,0
ENSG00000264662,0,0,0,0,0,0,0,0,0,0
ENSG00000264663,0,0,0,0,0,0,0,0,0,0
ENSG00000264667,0,0,0,0,0,0,0,0,0,0
ENSG00000264669,0,0,0,0,0,0,0,0,0,0
ENSG00000264679,0,0,0,0,0,0,0,0,0,0
ENSG00000264685,0,0,0,0,0,0,0,0,0,0
ENSG00000264686,0,0,0,0,0,0,0,0,0,0
ENSG00000264687,0,0,0,0,0,0,0,0,0,0
ENSG00000264689,0,0,0,0,0,0,0,0,0,0
ENSG00000264693,0,0,0,0,0,0,0,0,0,0
ENSG00000264695,0,0,0,0,0,0,0,0,0,0
ENSG00000264696,0,0,0,0,0,0,0,0,0,0
ENSG00000264697,0,0,0,0,0,0,0,0,0,0
ENSG00000264698,0,0,0,0,0,0,0,0,0,0
ENSG00000264699,0,0,0,0,0,0,0,0,0,0
ENSG00000264702,0,0,0,0,0,0,0,0,0,0
ENSG00000264703,0,0,0,0,0,0,0,0,0,0
ENSG00000264705,0,0,0,0,0,1,0,0,0,0
ENSG00000264706,0,0,0,0,0,0,0,0,0,0
ENSG00000264707,0,0,0,0,0,0,0,0,0,0
ENSG00000264713,0,0,0,0,0,0,0,0,0,0
ENSG00000264714,0,1,0,0,0,0,0,0,0,2
ENSG00000264717,0,0,0,0,0,0,0,0,0,0
ENSG00000264718,0,0,0,0,0,0,0,0,0,0
ENSG00000264720,0,0,0,0,0,0,0,0,0,0
ENSG00000264722,0,0,0,0,0,0,0,0,0,0
ENSG00000264724,0,0,0,0,0,0,0,1,0,0
ENSG00000264727,0,7,2,0,3,6,7,3,5,3
ENSG00000264734,0,0,0,0,0,0,0,0,0,0
ENSG00000264735,0,0,0,0,0,0,2,0,0,0
ENSG00000264736,0,0,0,0,0,0,0,0,0,0
ENSG00000264740,1,0,0,0,0,0,0,0,0,0
ENSG00000264744,0,0,0,0,0,0,0,0,0,0
ENSG00000264745,0,0,0,0,0,0,0,0,0,0
ENSG00000264746,0,0,0,0,0,0,0,0,0,0
ENSG00000264747,0,0,0,0,0,0,0,0,0,0
ENSG00000264748,0,0,0,0,0,0,0,0,0,0
ENSG00000264750,0,0,0,0,0,0,0,0,0,0
ENSG00000264753,0,0,0,0,0,0,0,0,0,0
ENSG00000264755,0,0,0,0,0,0,0,0,0,0
ENSG00000264759,0,0,0,1,0,0,1,0,0,0
ENSG00000264760,0,0,0,0,0,0,0,0,0,0
ENSG00000264764,0,0,0,0,0,0,0,0,0,0
ENSG00000264765,0,0,0,0,0,0,0,0,0,0
ENSG00000264766,0,0,0,0,0,0,0,0,0,0
ENSG00000264768,0,0,0,0,0,0,0,0,0,0
ENSG00000264775,0,0,0,0,0,0,0,0,0,0
ENSG00000264781,0,0,0,1,0,0,0,0,0,0
ENSG00000264788,0,0,0,0,0,0,0,0,0,0
ENSG00000264790,0,0,0,0,0,0,0,0,0,0
ENSG00000264794,0,0,0,0,0,0,0,0,0,0
ENSG00000264799,0,0,0,0,0,0,0,0,0,0
ENSG00000264800,0,0,0,0,0,0,0,0,0,0
ENSG00000264803,0,0,0,0,0,0,0,0,0,0
ENSG00000264804,0,0,0,0,0,0,0,0,0,0
ENSG00000264809,0,0,0,0,0,0,0,0,0,0
ENSG00000264811,0,0,0,0,0,0,0,0,0,0
ENSG00000264819,0,0,0,0,0,0,0,0,0,0
ENSG00000264824,0,0,0,0,0,0,0,0,0,0
ENSG00000264825,0,0,0,0,0,0,0,0,0,0
ENSG00000264833,0,0,0,0,0,0,0,0,0,0
ENSG00000264837,0,0,0,0,0,0,0,0,0,0
ENSG00000264838,0,0,0,0,0,0,0,0,0,0
ENSG00000264839,0,0,0,0,0,0,0,0,0,0
ENSG00000264840,1,0,0,1,0,1,1,0,0,0
ENSG00000264841,0,0,0,0,0,0,0,0,0,0
ENSG00000264843,0,0,0,0,0,0,0,0,0,0
ENSG00000264844,0,0,0,0,0,0,0,0,0,0
ENSG00000264845,0,0,0,0,0,0,0,0,0,0
ENSG00000264849,0,0,0,0,0,0,0,0,0,0
ENSG00000264855,0,0,0,0,0,0,0,0,0,0
ENSG00000264857,0,0,0,0,0,0,0,0,0,0
ENSG00000264861,0,0,0,0,0,0,0,0,0,0
ENSG00000264862,0,0,0,0,0,0,0,0,0,0
ENSG00000264869,0,0,0,0,0,0,0,0,0,0
ENSG00000264871,0,0,0,0,0,0,0,0,0,0
ENSG00000264874,0,0,0,0,0,0,0,0,0,0
ENSG00000264876,0,0,0,0,0,0,0,0,0,0
ENSG00000264877,0,0,0,0,0,0,0,0,0,0
ENSG00000264880,0,0,0,0,0,0,0,0,0,0
ENSG00000264884,0,0,0,0,0,0,0,0,0,0
ENSG00000264894,0,0,0,0,0,0,0,0,0,0
ENSG00000264896,0,0,0,0,0,0,0,0,0,0
ENSG00000264899,0,0,0,0,0,0,0,0,0,0
ENSG00000264901,0,0,0,0,0,0,0,0,0,0
ENSG00000264902,0,0,0,0,0,0,0,0,0,0
ENSG00000264906,0,0,0,0,0,0,0,0,0,0
ENSG00000264907,0,0,0,0,0,0,0,0,0,0
ENSG00000264910,0,0,0,0,0,0,0,0,0,0
ENSG00000264911,0,0,0,0,0,0,0,0,0,0
ENSG00000264921,0,0,0,0,0,0,0,0,0,0
ENSG00000264922,0,0,0,0,0,0,0,0,0,0
ENSG00000264924,0,0,0,0,0,0,0,0,2,0
ENSG00000264926,0,0,0,0,0,0,0,0,0,0
ENSG00000264927,0,0,0,0,0,0,0,0,0,0
ENSG00000264928,1,0,0,0,0,0,0,0,0,0
ENSG00000264930,0,0,0,0,0,0,0,0,0,0
ENSG00000264933,0,0,0,0,1,0,1,0,1,1
ENSG00000264935,0,0,0,0,0,0,0,0,0,0
ENSG00000264940,1,1,1,1,2,1,1,1,1,1
ENSG00000264950,0,0,0,0,0,0,0,0,0,0
ENSG00000264952,0,0,0,0,0,0,0,0,0,0
ENSG00000264956,0,0,0,0,2,2,0,0,0,0
ENSG00000264958,0,0,0,0,0,0,0,0,0,0
ENSG00000264964,0,0,0,0,0,0,0,0,0,0
ENSG00000264965,0,0,0,0,0,0,0,0,0,0
ENSG00000264968,0,0,3,0,0,0,0,0,0,0
ENSG00000264969,0,0,0,0,0,0,0,0,0,0
ENSG00000264970,0,0,0,0,0,0,0,0,0,0
ENSG00000264971,0,0,0,0,0,0,0,0,0,0
ENSG00000264972,0,0,0,0,0,0,0,0,0,0
ENSG00000264974,0,0,0,0,0,0,0,0,0,0
ENSG00000264975,0,0,0,0,0,0,0,0,0,0
ENSG00000264981,0,0,0,0,0,0,0,0,0,0
ENSG00000264985,0,0,0,0,0,0,0,0,0,0
ENSG00000264986,0,0,0,0,0,0,0,0,0,0
ENSG00000264997,0,0,0,0,0,0,0,0,0,0
ENSG00000265000,0,0,0,0,0,0,0,0,0,0
ENSG00000265002,0,0,0,0,0,0,0,0,0,0
ENSG00000265007,0,0,0,0,0,0,0,0,0,0
ENSG00000265009,0,0,0,0,0,0,0,0,0,0
ENSG00000265012,0,0,0,0,0,0,0,0,0,0
ENSG00000265015,0,0,0,0,0,0,0,0,0,0
ENSG00000265017,0,0,0,0,0,0,0,0,0,0
ENSG00000265018,45,54,41,0,4,0,56,48,0,2
ENSG00000265019,0,0,0,0,0,0,0,0,0,0
ENSG00000265023,0,0,0,0,0,0,0,0,0,0
ENSG00000265031,0,0,0,0,0,0,0,0,0,0
ENSG00000265032,0,0,0,0,0,0,0,0,0,0
ENSG00000265033,2,0,1,0,0,2,0,1,0,0
ENSG00000265035,0,0,0,0,0,0,0,0,0,0
ENSG00000265038,0,0,0,0,0,0,0,0,0,0
ENSG00000265039,0,1,0,0,0,1,0,1,0,0
ENSG00000265041,0,0,0,0,0,0,0,0,0,0
ENSG00000265043,2,3,0,0,0,0,0,1,0,0
ENSG00000265046,0,0,0,0,0,0,0,0,0,0
ENSG00000265050,0,0,0,0,0,0,0,0,0,0
ENSG00000265054,0,0,0,0,0,0,0,0,0,0
ENSG00000265055,0,0,0,0,0,0,0,0,0,0
ENSG00000265060,0,0,0,0,0,0,0,0,0,0
ENSG00000265061,0,0,0,0,0,0,0,0,0,0
ENSG00000265062,0,0,0,0,0,0,0,0,0,0
ENSG00000265069,0,0,0,0,0,0,0,0,0,0
ENSG00000265070,0,0,0,0,0,0,0,0,0,0
ENSG00000265075,0,0,0,0,0,0,0,0,0,0
ENSG00000265076,0,0,0,0,0,0,0,0,0,0
ENSG00000265078,0,0,0,0,0,0,0,0,0,0
ENSG00000265082,0,0,0,0,0,0,0,0,0,0
ENSG00000265084,0,0,0,0,0,0,0,0,0,0
ENSG00000265085,0,0,0,0,0,0,0,0,0,0
ENSG00000265090,0,0,0,0,0,0,0,0,0,0
ENSG00000265093,0,0,0,0,0,0,0,0,0,0
ENSG00000265095,0,0,0,0,0,0,0,0,0,0
ENSG00000265097,0,0,0,0,0,0,0,0,0,0
ENSG00000265098,0,0,0,0,0,0,0,0,0,0
ENSG00000265101,0,0,0,0,0,0,0,0,0,0
ENSG00000265106,0,1,0,0,0,0,0,0,0,0
ENSG00000265107,17,70,26,32,59,40,32,37,13,24
ENSG00000265108,0,0,0,0,0,0,0,0,0,0
ENSG00000265109,0,0,0,0,0,0,0,0,0,0
ENSG00000265114,0,0,0,0,0,0,0,0,0,0
ENSG00000265119,0,0,0,0,0,0,0,0,0,0
ENSG00000265126,0,0,0,0,0,0,0,0,0,0
ENSG00000265127,0,0,0,0,0,0,0,0,0,0
ENSG00000265129,0,0,0,0,0,0,0,0,0,0
ENSG00000265132,0,0,0,0,0,0,0,0,0,0
ENSG00000265140,0,0,0,0,0,0,0,0,0,0
ENSG00000265141,0,0,0,0,0,0,0,0,0,0
ENSG00000265151,0,0,0,0,0,0,0,0,0,0
ENSG00000265155,0,0,0,0,0,0,0,0,0,0
ENSG00000265163,0,0,0,0,0,0,0,0,0,0
ENSG00000265165,0,0,0,0,0,0,0,0,0,0
ENSG00000265166,0,0,0,0,0,0,0,0,0,0
ENSG00000265167,0,0,0,0,0,0,0,0,0,0
ENSG00000265170,0,0,0,0,0,0,0,0,0,0
ENSG00000265172,0,0,0,0,0,0,0,0,0,0
ENSG00000265174,0,0,0,0,0,0,0,0,0,0
ENSG00000265175,0,0,0,0,0,0,0,0,0,0
ENSG00000265179,0,0,0,0,0,0,0,0,0,2
ENSG00000265180,0,0,0,0,0,0,0,0,0,0
ENSG00000265181,0,0,0,0,0,0,0,0,0,0
ENSG00000265182,0,0,0,0,0,0,1,0,0,0
ENSG00000265185,2,3,0,2,3,1,2,3,5,3
ENSG00000265186,0,0,0,0,0,0,0,0,0,0
ENSG00000265190,0,3,0,0,0,0,0,0,0,0
ENSG00000265199,0,0,0,0,0,0,0,0,0,0
ENSG00000265200,0,0,0,0,0,0,0,0,0,0
ENSG00000265203,0,0,0,0,0,0,0,0,0,0
ENSG00000265204,0,0,0,0,0,0,0,0,0,0
ENSG00000265209,0,0,0,0,0,0,0,0,0,0
ENSG00000265210,0,0,0,0,0,0,0,0,0,0
ENSG00000265211,0,0,0,0,0,0,0,0,0,0
ENSG00000265214,0,0,0,0,0,0,0,0,0,0
ENSG00000265216,0,0,0,0,0,0,0,0,0,0
ENSG00000265217,0,0,0,0,0,0,0,0,0,0
ENSG00000265218,5,10,4,5,8,5,5,1,8,3
ENSG00000265225,0,0,0,0,0,0,0,0,0,0
ENSG00000265226,0,0,0,0,0,0,0,0,0,0
ENSG00000265233,0,0,0,0,0,0,0,0,0,0
ENSG00000265237,0,0,0,0,0,0,0,0,0,0
ENSG00000265239,0,0,0,0,0,0,0,0,0,0
ENSG00000265240,0,0,0,0,0,0,0,0,0,0
ENSG00000265243,0,0,0,0,0,0,0,0,0,0
ENSG00000265246,0,0,0,0,0,0,0,0,0,0
ENSG00000265247,0,0,0,0,0,0,0,0,0,0
ENSG00000265250,0,0,0,0,0,0,0,0,0,0
ENSG00000265251,0,0,0,0,0,0,0,0,0,0
ENSG00000265253,0,0,0,0,0,0,0,0,0,0
ENSG00000265258,0,0,0,0,0,0,0,0,0,0
ENSG00000265261,0,0,0,0,0,0,0,0,0,0
ENSG00000265262,0,0,0,0,0,0,1,0,0,0
ENSG00000265265,0,0,0,0,0,0,0,0,0,0
ENSG00000265266,0,0,0,0,0,0,0,0,0,0
ENSG00000265267,0,0,0,0,0,0,0,0,0,0
ENSG00000265268,0,0,0,0,0,0,0,0,0,0
ENSG00000265273,1,1,0,0,0,0,2,2,0,0
ENSG00000265275,0,0,0,0,0,0,0,0,0,0
ENSG00000265281,0,0,0,0,0,0,0,0,0,0
ENSG00000265284,0,0,0,0,0,0,0,0,0,0
ENSG00000265285,0,0,0,0,0,0,0,0,0,0
ENSG00000265286,0,0,0,0,0,0,0,0,0,0
ENSG00000265291,0,0,0,0,0,0,0,0,0,0
ENSG00000265294,0,0,0,0,0,0,0,0,0,0
ENSG00000265295,0,1,0,0,0,0,0,0,1,0
ENSG00000265296,8,5,9,10,9,5,12,3,10,4
ENSG00000265301,0,0,0,0,0,0,0,0,0,0
ENSG00000265311,0,0,0,0,0,0,0,0,0,0
ENSG00000265313,0,0,0,0,0,0,0,0,0,0
ENSG00000265320,0,0,0,0,0,0,0,0,2,0
ENSG00000265322,0,0,0,0,0,0,0,0,0,0
ENSG00000265328,0,0,0,0,0,0,0,0,0,0
ENSG00000265333,0,0,0,0,0,0,0,0,0,0
ENSG00000265334,0,0,0,0,0,0,0,0,0,0
ENSG00000265340,0,0,0,0,0,0,0,0,0,0
ENSG00000265341,0,0,0,0,0,0,0,0,0,0
ENSG00000265347,0,0,0,0,0,0,0,0,0,0
ENSG00000265349,0,0,0,0,0,0,0,0,0,0
ENSG00000265352,0,0,0,0,0,0,0,0,0,0
ENSG00000265357,0,0,0,0,0,0,0,0,0,0
ENSG00000265359,0,0,0,0,0,0,0,0,0,0
ENSG00000265362,0,0,0,0,0,0,0,0,0,0
ENSG00000265367,0,1,0,0,0,0,0,0,0,0
ENSG00000265368,0,0,0,0,0,0,0,0,0,0
ENSG00000265370,0,0,0,1,0,0,0,0,0,0
ENSG00000265372,0,0,0,0,0,0,0,0,0,0
ENSG00000265373,0,0,0,0,0,0,0,0,0,0
ENSG00000265374,0,0,0,0,0,0,0,0,0,0
ENSG00000265375,0,0,0,0,0,0,0,0,0,0
ENSG00000265376,0,0,0,0,0,0,0,0,0,0
ENSG00000265378,0,0,0,0,0,0,0,0,0,0
ENSG00000265380,0,0,0,0,0,0,0,0,0,0
ENSG00000265383,0,0,0,0,0,0,0,0,0,0
ENSG00000265386,0,0,0,0,0,0,0,0,2,0
ENSG00000265388,0,0,0,0,0,0,0,0,0,0
ENSG00000265391,0,0,0,0,0,0,0,0,0,0
ENSG00000265393,0,4,2,0,0,0,0,0,2,0
ENSG00000265400,0,0,0,0,0,0,0,0,0,0
ENSG00000265402,0,0,0,0,0,0,0,0,0,0
ENSG00000265403,1,1,0,0,0,0,0,0,0,1
ENSG00000265404,0,0,0,0,0,0,0,0,0,0
ENSG00000265407,0,0,0,0,0,0,0,0,0,0
ENSG00000265417,0,0,0,0,0,0,0,0,0,0
ENSG00000265418,0,0,0,0,0,0,0,0,0,0
ENSG00000265419,0,0,0,0,0,0,0,0,0,0
ENSG00000265422,0,0,0,0,0,0,0,0,0,0
ENSG00000265425,0,0,0,0,0,0,0,0,0,0
ENSG00000265428,0,0,0,0,0,0,0,0,0,0
ENSG00000265430,0,0,0,0,0,0,0,0,0,0
ENSG00000265432,0,0,0,0,0,0,0,0,0,0
ENSG00000265437,0,0,0,0,0,0,0,0,0,0
ENSG00000265439,0,0,0,1,0,0,0,0,0,0
ENSG00000265450,0,0,0,0,0,0,0,0,0,0
ENSG00000265453,0,0,0,0,0,0,0,0,0,0
ENSG00000265456,0,0,0,0,0,0,0,0,0,0
ENSG00000265457,0,0,0,0,0,0,0,0,0,0
ENSG00000265460,0,0,0,0,0,0,0,0,0,0
ENSG00000265463,0,0,0,0,0,0,0,0,0,0
ENSG00000265465,0,0,0,0,0,0,0,0,0,0
ENSG00000265469,0,0,0,0,0,0,0,0,0,0
ENSG00000265470,0,0,0,0,0,0,0,0,0,0
ENSG00000265472,0,0,0,0,0,0,0,0,0,0
ENSG00000265474,0,0,0,0,0,0,0,0,0,0
ENSG00000265478,0,1,2,0,1,0,0,2,0,0
ENSG00000265480,0,0,0,0,0,0,0,0,0,0
ENSG00000265481,0,0,0,0,0,0,0,0,0,0
ENSG00000265483,0,0,0,0,0,0,0,0,0,0
ENSG00000265484,0,0,0,0,0,0,0,0,0,0
ENSG00000265485,0,0,0,0,3,0,3,2,0,0
ENSG00000265487,0,0,0,0,0,0,0,0,0,0
ENSG00000265489,0,0,0,0,0,0,0,0,0,0
ENSG00000265493,0,0,0,0,0,0,0,0,0,0
ENSG00000265498,0,0,0,0,0,0,0,0,0,0
ENSG00000265499,0,0,0,0,0,0,0,0,0,0
ENSG00000265503,0,0,0,0,0,0,0,0,0,0
ENSG00000265507,0,0,0,0,0,0,0,0,0,0
ENSG00000265514,0,0,0,0,0,0,0,0,0,0
ENSG00000265515,0,0,0,0,0,0,0,0,0,1
ENSG00000265516,0,0,0,0,0,0,0,0,0,0
ENSG00000265517,0,0,0,0,0,0,0,0,0,0
ENSG00000265519,0,0,0,0,0,0,3,0,3,0
ENSG00000265522,0,0,0,0,0,0,0,0,0,0
ENSG00000265524,0,0,0,0,0,0,0,0,0,0
ENSG00000265531,0,0,0,0,0,0,0,0,0,0
ENSG00000265533,0,0,0,0,0,0,0,0,0,0
ENSG00000265535,0,0,0,0,0,0,0,0,0,0
ENSG00000265538,0,0,0,0,0,0,0,0,0,0
ENSG00000265541,0,0,0,0,0,0,0,0,0,0
ENSG00000265543,0,0,0,0,0,0,0,0,0,0
ENSG00000265545,0,0,0,0,0,0,0,0,0,0
ENSG00000265552,0,0,0,0,0,0,0,0,0,0
ENSG00000265554,0,0,0,0,0,0,0,0,0,0
ENSG00000265555,0,0,0,0,0,0,0,0,0,0
ENSG00000265556,0,0,0,0,0,0,0,0,0,0
ENSG00000265560,0,0,0,0,0,0,0,0,0,0
ENSG00000265562,0,0,0,0,0,0,0,0,0,0
ENSG00000265564,0,0,0,0,0,0,0,0,0,0
ENSG00000265565,0,0,0,0,0,0,0,0,0,0
ENSG00000265567,0,0,0,0,0,0,0,0,0,0
ENSG00000265568,0,0,0,0,0,0,0,0,0,0
ENSG00000265569,0,0,0,0,0,0,0,0,0,0
ENSG00000265573,1,0,0,1,1,1,1,1,0,1
ENSG00000265574,0,0,0,0,0,0,0,0,0,0
ENSG00000265579,0,0,0,0,0,0,0,0,0,0
ENSG00000265583,0,0,0,0,0,0,0,0,0,0
ENSG00000265585,0,0,0,0,0,0,0,0,0,0
ENSG00000265588,0,0,0,0,0,0,0,0,0,0
ENSG00000265589,0,0,0,0,0,0,0,0,0,0
ENSG00000265592,0,0,0,0,0,0,0,0,0,0
ENSG00000265593,0,0,0,0,0,0,0,0,0,0
ENSG00000265596,0,0,0,0,0,0,0,0,0,0
ENSG00000265598,0,0,0,0,0,0,0,0,0,0
ENSG00000265610,0,0,0,0,0,0,0,0,0,0
ENSG00000265612,0,0,0,0,0,0,0,0,0,0
ENSG00000265614,0,0,0,0,0,0,0,0,0,0
